name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,birth_date,birth_place,birth_country,residence_place,residence_country,lang
NEMATZADEH Mobina,NEMATZADEH M,Mobina NEMATZADEH,Female,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,17/05/2005,,IR Iran,,IR Iran,Farsi
KIYANICHANDEH Nahid,KIYANICHANDEH N,Nahid KIYANICHANDEH,Female,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,01/08/1998,ESFAHAN,IR Iran,,IR Iran,"English, Persian"
MPALI Adam,MPALI A,Adam MPALI,Male,Athlete,GAB,Gabon,Gabon,Gabon,Gabon,GAB,29/05/2002,,,,,French
AMISON Naima-Zahra,AMISON NZ,Naima-Zahra AMISON,Female,Athlete,DJI,Djibouti,Djibouti,Djibouti,Djibouti,DJI,10/10/2003,,,,,
STREHLKE DELGADO Paulo,STREHLKE DELGADO P,Paulo STREHLKE DELGADO,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,10/01/2006,CUERNAVACA,Mexico,,,Spanish
SANDOVAL AYALA Martha,SANDOVAL AYALA M,Martha SANDOVAL AYALA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,14/08/1998,,,BAJA CALIFORNIA,Mexico,Spanish
ESTUDILLO TORRES Alejandra,ESTUDILLO TORRES A,Alejandra ESTUDILLO TORRES,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,20/05/2005,CHIAPAS,Mexico,,,Spanish
CELAYA HERNANDEZ Juan Manuel,CELAYA HERNANDEZ J,Juan Manuel CELAYA HERNANDEZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,01/09/1998,MONTERREY,Mexico,,,"English, Spanish"
VAZQUEZ MONTANO Aranza,VAZQUEZ MONTANO A,Aranza VAZQUEZ MONTANO,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,21/08/2002,LA PAZ,Mexico,,,"English, Spanish"
ALIPOUR SHENAZANDIFARD Reza,ALI POUR R,Reza ALI POUR,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,29/04/1994,QAZVIN,IR Iran,,,"English, Farsi"
ALAMIAN Nima,ALAMIAN N,Nima ALAMIAN,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,24/12/1992,BABOL,IR Iran,,,"English, Farsi"
ALAMIYAN Noshad,ALAMIYAN N,Noshad ALAMIYAN,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,21/11/1991,BABOL,IR Iran,,,"English, Farsi"
YASEEN Taha Hussein,YASEEN TH,Taha Hussein YASEEN,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,01/01/1998,,Iraq,,,
MAAN Tulika,MAAN T,Tulika MAAN,Female,Athlete,IND,India,India,India,India,IND,09/09/1998,NEW DELHI,India,NEW DELHI,India,"English, Hindi, Punjabi"
ANCER Abraham,ANCER A,Abraham ANCER,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,27/02/1991,"MCALLEN, TX",United States,,,English
SHARMA Shubhankar,SHARMA S,Shubhankar SHARMA,Male,Athlete,IND,India,India,India,India,IND,21/07/1996,JHANSI,India,,,English
BHULLAR Gaganjeet,BHULLAR G,Gaganjeet BHULLAR,Male,Athlete,IND,India,India,India,India,IND,27/04/1988,AMRITSAR,India,,India,English
GIRMA Ermias,GIRMA E,Ermias GIRMA,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,20/01/2005,EZHA DISTRICT,Ethiopia,ADDIS ABABA,Ethiopia,"Amharic, Gurage"
ROJAS Carlos,ROJAS C,Carlos ROJAS,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,14/01/2000,,,,,"German, Spanish"
MARTINEZ WING Bruno,MARTINEZ WING B,Bruno MARTINEZ WING,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,08/03/1998,,,SALTILLO,Mexico,Spanish
VAZQUEZ Ana,VAZQUEZ A,Ana VAZQUEZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,05/10/2000,RAMOS ARIZPE,Mexico,MONCLOVA,Mexico,"English, Spanish"
RIVERA Edgar,RIVERA E,Edgar RIVERA,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,13/02/1991,AGUA PRIETA,Mexico,ZURICH,Switzerland,"English, Spanish"
TAMAYO-GARZA Cecilia,TAMAYO-GARZA C,Cecilia TAMAYO-GARZA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,04/03/1997,LEON,Mexico,"HOUSTON, TX",United States,"English, Spanish"
ALEMU Habitam,ALEMU H,Habitam ALEMU,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,09/07/1997,MERAWI,Ethiopia,ADDIS ABABA,Ethiopia,Amharic
MESELE Worknesh,MESELE W,Worknesh MESELE,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,11/06/2001,SHEBEDINO,Ethiopia,ADDIS ABABA,Ethiopia,"Amharic, Sidaama"
DUGUMA Tsige,DUGUMA T,Tsige DUGUMA,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,23/02/2001,"KAMASHI ZONE, BENISHANGUL-GUMUZ",Ethiopia,ADDIS ABABA,Ethiopia,"Amharic, Gumuz"
ASHOK Aditi,ASHOK A,Aditi ASHOK,Female,Athlete,IND,India,India,India,India,IND,29/03/1998,BENGALURU,India,BENGALURU,India,English
DAGAR Diksha,DAGAR D,Diksha DAGAR,Female,Athlete,IND,India,India,India,India,IND,14/12/2000,JHAJJAR,India,DELHI,India,English
FAYISA Abdisa,FAYISA A,Abdisa FAYISA,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,24/04/2005,"LEMEN DISTRICT, OROMIA REGION",Ethiopia,"SULULTA, OROMIA REGION",Ethiopia,"Amharic, Oromo"
GUERRERO Ilse,GUERRERO I,Ilse GUERRERO,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,24/03/1993,GUADALUPE,Mexico,ZACATECAS,Mexico,Spanish
CHAMA Noel,CHAMA N,Noel CHAMA,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,15/09/1997,IXTAPALUCA,Mexico,MEXICO CITY,Mexico,Spanish
ORTIZ Ricardo,ORTIZ R,Ricardo ORTIZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,07/02/1995,CORDOBA,Mexico,MEXICO CITY,Mexico,Spanish
SHAHSAVARI Neda,SHAHSAVARI N,Neda SHAHSAVARI,Female,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,21/09/1986,KERMANSHAH,IR Iran,,,
FALLAH Mobina,FALLAH M,Mobina FALLAH,Female,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,13/08/1999,,,,,Persian
LOH Kean Yew,LOH KY,Kean Yew LOH,Male,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,26/06/1997,PENANG,Malaysia,,Singapore,"English, Malay, Mandarin"
HEE Yong Kai Terry,HEE YKT,Yong Kai Terry HEE,Male,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,06/07/1995,,Singapore,,,"English, Malay, Mandarin"
TAN Wei Han Jessica,TAN WHJ,Wei Han Jessica TAN,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,16/07/1993,,Singapore,,Singapore,"English, Mandarin"
YEO Jia Min,YEO JM,Jia Min YEO,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,01/02/1999,,Singapore,,Singapore,"English, Mandarin"
LABIB Ali,LABIB A,Ali LABIB,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,21/09/2002,TABRIZ,IR Iran,,,Persian
FASIHI Farzaneh,FASIHI F,Farzaneh FASIHI,Female,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,03/01/1993,ISFAHAN,IR Iran,TEHERAN,IR Iran,Persian
TAFTIAN Hassan,TAFTIAN H,Hassan TAFTIAN,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,04/05/1993,TORBAT-E HEYDARIEH,IR Iran,,,"English, Farsi, French"
PANWAR Balraj,PANWAR B,Balraj PANWAR,Male,Athlete,IND,India,India,India,India,IND,26/07/1999,KAIMLA,India,,,Hindi
RICKETTS Shanieka,RICKETTS S,Shanieka RICKETTS,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,02/02/1992,ST ANDREW,Jamaica,KINGSTON,Jamaica,"English, Spanish"
HARRIS Naquille,HARRIS N,Naquille HARRIS,Male,Athlete,SKN,St Kitts and Nevis,Saint Kitts and Nevis,St Kitts and Nevis,Saint Kitts and Nevis,SKN,16/05/2002,"NEW YORK CITY, NY",United States,,United States,English
DAVOUDI Ali,DAVOUDI A,Ali DAVOUDI,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,22/03/1999,,IR Iran,TEHRAN,IR Iran,Farsi
JAVADI ALIABADI Mir Mostafa,JAVADI ALIABADI MM,Mir Mostafa JAVADI ALIABADI,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,22/06/2000,,,,,Persian
WELTEJI Diribe,WELTEJI D,Diribe WELTEJI,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,13/05/2002,"WEST SHEWA, OROMIA REGION",Ethiopia,LEGETAFO,Ethiopia,"Amharic, Oromo"
HAYLOM Birke,HAYLOM B,Birke HAYLOM,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,06/01/2006,"ALAJE, TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia,Tigrinya
HAILU Freweyni,HAILU F,Freweyni HAILU,Female,Alternate Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,12/02/2001,"WERIE LEHE, TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia,"Amharic, Tigrinya"
AGHAMIRZAEIJENAGHARD Ali,AGHAMIRZAEIJENAGH,Ali AGHAMIRZAEIJENAGHARD,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,04/03/1993,BANDAR-E ANZALI,IR Iran,BANDAR-E ANZALI,IR Iran,"English, Farsi"
MAYALA Freddy,MAYALA F,Freddy MAYALA,Male,Athlete,CGO,Congo,Congo,Congo,Congo,CGO,18/06/2000,,,,,French
AREGAWI Berihu,AREGAWI B,Berihu AREGAWI,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,28/02/2001,"ATSBI WENBERTA, TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia,"Amharic, Tigrinya"
KEJELCHA Yomif,KEJELCHA Y,Yomif KEJELCHA,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,01/08/1997,ELFETA,Ethiopia,LEGETAFO,Ethiopia,"Amharic, Oromo"
GEBRHIWET Hagos,GEBRHIWET H,Hagos GEBRHIWET,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,11/05/1994,"ATSBI WENBERTA, TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia,"Amharic, Tigrinya"
BOBIMBO Vanessa,BOBIMBO V,Vanessa BOBIMBO,Female,Athlete,CGO,Congo,Congo,Congo,Congo,CGO,08/12/1999,,,,,
NGOYE Natacha,NGOYE N,Natacha NGOYE,Female,Athlete,CGO,Congo,Congo,Congo,Congo,CGO,15/08/1993,POINTE-NOIRE,Congo,,France,French
SAIKHOM Mirabai Chanu,SAIKHOM MC,Mirabai Chanu SAIKHOM,Female,Athlete,IND,India,India,India,India,IND,08/08/1994,NONGPOK KAKCHING,India,MANIPUR,India,English
BAREGA Selemon,BAREGA S,Selemon BAREGA,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,20/01/2000,"BITANA VILLAGE, GURAGE ZONE",Ethiopia,ADDIS ABABA,Ethiopia,"Amharic, English, Gurage"
TEFERA Samuel,TEFERA S,Samuel TEFERA,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,23/10/1999,"MIDAKEGN, OROMIA REGION",Ethiopia,BURAYU,Ethiopia,"Amharic, Oromo"
YIHUNE Addisu,YIHUNE A,Addisu YIHUNE,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,17/03/2003,"DEGA DAMOT DISTRICT, AMHARA REGION",Ethiopia,ADDIS ABABA,Ethiopia,Amharic
MEHARY Biniam,MEHARY B,Biniam MEHARY,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,20/12/2006,"FREWEYNI (SINKATA), TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia,"Amharic, Tigrinya"
TAYE Ejgayehu,TAYE E,Ejgayehu TAYE,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,10/02/2000,"MENDIDA, OROMIA REGION",Ethiopia,,Ethiopia,Oromo
EISA Medina,EISA M,Medina EISA,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,03/01/2005,DEBRE MARKOS,Ethiopia,ADDIS ABABA,Ethiopia,Amharic
GEBRESELAMA Tsigie,GEBRESELAMA T,Tsigie GEBRESELAMA,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,30/09/2000,"SAESI TSAEDAEMBA, TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia,"Amharic, English, Tigrinya"
ZENG Jian,ZENG J,ZENG Jian,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,19/11/1996,LOUDI,China,,,Mandarin
QUEK Izaac,QUEK I,QUEK Izaac,Male,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,26/05/2006,,,,,English
VEGA Jerome,VEGA J,Jerome VEGA,Male,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,07/04/1995,LUQUILLO,Puerto Rico,LUQUILLO,Puerto Rico,Spanish
OWENS-DELERME Ayden,OWENS-DELERME A,Ayden OWENS-DELERME,Male,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,28/05/2000,"PITTSBURGH, PA",United States,SAN GERMAN,Puerto Rico,"English, Spanish"
de ORBETA Rachelle,de ORBETA R,Rachelle de ORBETA,Female,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,27/03/2000,,Puerto Rico,BOGOTA,Colombia,Spanish
SCOTT Gabby,SCOTT G,Gabby SCOTT,Female,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,13/01/1997,WEISBADEN,Germany,"ORLANDO, FL",United States,English
D'AMOUR Nicholas,D'AMOUR N,Nicholas D'AMOUR,Male,Athlete,ISV,"Virgin Islands, US","Virgin Islands, US",United States,United States of America,USA,04/09/2001,NEW JERSEY,United States,CHARLOTTE AMALIE,"Virgin Islands, US",English
CASTRO RIVERA Luis,CASTRO RIVERA L,Luis CASTRO RIVERA,Male,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,29/01/1991,CAROLINA,Puerto Rico,SAN JUAN,Puerto Rico,"English, Spanish"
CEBALLOS Macarena,CEBALLOS M,Macarena CEBALLOS,Female,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,12/01/1995,"RIO CUARTO, CORDOBA",Argentina,BUENOS AIRES,Argentina,Spanish
CAMACHO-QUINN Jasmine,CAMACHO-QUINN J,Jasmine CAMACHO-QUINN,Female,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,21/08/1996,"CHARLESTON, SC",United States,"ORLANDO, FL",United States,English
CHEVRIER Luc,CHEVRIER L,Luc CHEVRIER,Male,Athlete,LCA,Saint Lucia,Saint Lucia,Saint Lucia,Saint Lucia,LCA,30/06/1999,LA ROCHELLE,France,,Saint Lucia,"English, French, Spanish"
FERNANDEZ GAMBOA Pedro Luis,FERNANDEZ GAMBOA P,Pedro Luis FERNANDEZ GAMBOA,Male,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,12/06/1997,,Cuba,,Puerto Rico,Spanish
RIVERA Sebastian C,RIVERA SC,Sebastian C RIVERA,Male,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,27/08/1998,"TOMS RIVER, NJ",United States,"NEW BRUNSWICK, NJ",United States,English
LOZADA MOTTA Ashleyann,LOZADA MOTTA A,Ashleyann LOZADA MOTTA,Female,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,19/07/1991,COROZAL,Puerto Rico,SAN JUAN,Puerto Rico,"English, Spanish"
PULIDO ORTIZ Celia,PULIDO ORTIZ C,Celia PULIDO ORTIZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,01/01/2003,LEON,Mexico,"CARBONDALE, IL",United States,"English, Spanish"
HYDE Jaheel,HYDE J,Jaheel HYDE,Male,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,02/02/1997,KINGSTON,Jamaica,KINGSTON,Jamaica,English
IGA Jorge,IGA J,Jorge IGA,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,12/01/1997,SAN LUIS POTOSI,Mexico,,,"English, Spanish"
HEIN Agostina,HEIN A,Agostina HEIN,Female,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,24/04/2008,SANTA FE,Argentina,ZARATE,Argentina,Spanish
SASSER Mathlynn,SASSER M,Mathlynn SASSER,Female,Athlete,MHL,Marshall Islands,Marshall Islands,Marshall Islands,Marshall Islands,MHL,25/12/1996,MILI,Marshall Islands,"KANSAS CITY, MO",United States,"English, Marshallese"
HEPLER Kayla,HEPLER K,Kayla HEPLER,Female,Athlete,MHL,Marshall Islands,Marshall Islands,Marshall Islands,Marshall Islands,MHL,22/03/2002,,,,,
KINONO Philli,KINONO P,Phillip KINONO,Male,Athlete,MHL,Marshall Islands,Marshall Islands,Marshall Islands,Marshall Islands,MHL,10/12/1997,MAJURO,Marshall Islands,,United States,English
GARRIDO Luis Ramon,GARRIDO LR,Luis Ramon GARRIDO,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,10/05/1996,MONTERREY,Mexico,MONTERREY,Mexico,Spanish
MARTINEZ Paulina,MARTINEZ P,Paulina MARTINEZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,10/04/1999,,Mexico,,Mexico,Spanish
AWITI ALCARAZ Prisca,AWITI ALCARAZ P,Prisca AWITI ALCARAZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,20/02/1996,LONDON,Great Britain,LONDON,Great Britain,"English, Spanish"
REZAEI Mohammad Nabi,REZAEI MN,Mohammad Nabi REZAEI,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,10/04/1999,BABOLSAR,IR Iran,,,Farsi
MUSTAFA SAADOON,MUSTAFA SAADOON,MUSTAFA SAADOON,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,25/05/2001,CORGI,Iraq,,Iraq,Arabic
ALFRED Julien,ALFRED J,Julien ALFRED,Female,Athlete,LCA,Saint Lucia,Saint Lucia,Saint Lucia,Saint Lucia,LCA,10/06/2001,CASTRIES,Saint Lucia,"AUSTIN, TX",United States,English
JOSEPH Michael,JOSEPH M,Michael JOSEPH,Male,Athlete,LCA,Saint Lucia,Saint Lucia,Saint Lucia,Saint Lucia,LCA,01/11/2002,GROS ISLET,Saint Lucia,"LAWRENCE, KS",United States,English
YOUSSEF AMYN,YOUSSEF AMYN,YOUSSEF AMYN,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,21/08/2003,ESSEN,Germany,,Germany,"Arabic, German"
TSEGAY Gudaf,TSEGAY G,Gudaf TSEGAY,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,23/01/1997,BORA,Ethiopia,ADDIS ABABA,Ethiopia,"Amharic, English, Tigrinya"
ALSADEQ Julyana,ALSADEQ J,Julyana ALSADEQ,Female,Athlete,JOR,Jordan,Jordan,Jordan,Jordan,JOR,09/12/1994,AMMAN,Jordan,AMMAN,Jordan,"Arabic, English"
TESFAY Fotyen,TESFAY F,Fotyen TESFAY,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,17/02/1998,"OFLA DISTRICT, TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia,"Amharic, Tigrinya"
MOJALLALTOPRAGHGHALE Fatemeh,MOJALLALTOPRAGHGH,Fatemeh MOJALLALTOPRAGHGHALE,Female,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,27/07/2002,URMIA,IR Iran,,,Farsi
ELSHARABATY Saleh,ELSHARABATY S,Saleh ELSHARABATY,Male,Athlete,JOR,Jordan,Jordan,Jordan,Jordan,JOR,12/09/1998,ZARQA,Jordan,AMMAN,Jordan,"Arabic, English"
AL KHATRI Said,AL KHATRI S,Said AL KHATRI,Male,Athlete,OMA,Oman,Oman,Oman,Oman,OMA,11/07/1985,NIZWA,Oman,BAHLA,Oman,Arabic
AL ADAWI Issa Samir Hamed,AL ADAWI ISH,Issa Samir Hamed AL ADAWI,Male,Athlete,OMA,Oman,Oman,Oman,Oman,OMA,20/03/1999,,Oman,,Japan,"Arabic, English, Japanese"
KAREEM Zaid,KAREEM Z,Zaid KAREEM,Male,Athlete,JOR,Jordan,Jordan,Jordan,Jordan,JOR,19/06/2001,,Jordan,AMMAN,Jordan,Arabic
SARAVANAN Vishnu,SARAVANAN V,Vishnu SARAVANAN,Male,Athlete,IND,India,India,India,India,IND,24/02/1999,VELLORE,India,MUMBAI,India,English
KUMANAN Nethra,KUMANAN N,Nethra KUMANAN,Female,Athlete,IND,India,India,India,India,IND,21/08/1997,,India,CHENNAI,India,"English, Hindi, Tamil"
SARAVIA Ulises,SARAVIA U,Ulises SARAVIA,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,27/10/2005,MAR DEL PLATA,Argentina,CASTELLON,Spain,Spanish
BORELLI Florencia,BORELLI F,Florencia BORELLI,Female,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,30/10/1992,MAR DEL PLATA,Argentina,MAR DEL PLATA,Argentina,Spanish
CASETTA Belen,CASETTA B,Belen CASETTA,Female,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,26/09/1994,MAR DEL PLATA,Argentina,PILAR,Argentina,Spanish
GOMEZ Joaquin,GOMEZ J,Joaquin GOMEZ,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,14/10/1996,AVELLANEDA,Argentina,,Argentina,Spanish
LARREGINA Elian,LARREGINA E,Elian LARREGINA,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,20/02/2000,SUIPACHA,Argentina,BUENOS AIRES,Argentina,Spanish
SASIA Nazareno,SASIA N,Nazareno SASIA,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,05/01/2001,CERRITO,Argentina,PARANA,Argentina,Spanish
GADAYI Edwin Kwabla,GADAYI EK,Edwin Kwabla GADAYI,Male,Alternate Athlete,GHA,Ghana,Ghana,Ghana,Ghana,GHA,14/02/2001,,,,,
ODLUM-SMITH Jayhan Jamaud,ODLUM-SMITH JJ,Jayhan Jamaud ODLUM-SMITH,Male,Athlete,LCA,Saint Lucia,Saint Lucia,Saint Lucia,Saint Lucia,LCA,11/01/2002,,,ANTIBES,France,
ABUZRIBA Ahmed,ABUZRIBA A,Ahmed ABUZRIBA,Male,Athlete,LBA,Libya,Libya,Libya,Libya,LBA,16/04/2000,,,,,Arabic
BUKRAH Mohamed,BUKRAH M,Mohamed BUKRAH,Male,Athlete,LBA,Libya,Libya,Libya,Libya,LBA,06/07/2003,,,,,Arabic
BOUDINA Sid Ali,BOUDINA SA,Sid Ali BOUDINA,Male,Athlete,ALG,Algeria,Algeria,Algeria,Algeria,ALG,07/05/1990,ALGIERS,Algeria,NANTES,France,"Arabic, French"
GIL Federico,GIL F,Federico GIL,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,29/04/1988,LANUS,Argentina,ARRECIFES,Argentina,"English, German, Spanish"
GUTIERREZ Marcelo Julian,GUTIERREZ MJ,Marcelo Julian GUTIERREZ,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,31/08/2000,CATAMARCA,Argentina,CATAMARCA,Argentina,"English, Spanish"
RUSSO Fernanda,RUSSO F,Fernanda RUSSO,Female,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,02/10/1999,CORDOBA,Argentina,LA RIOJA,Argentina,"English, Spanish"
CROOKS Jordan,CROOKS J,Jordan CROOKS,Male,Athlete,CAY,Cayman Islands,Cayman Islands,Great Britain,Great Britain,GBR,02/05/2002,TEXAS,United States,"KNOXVILLE, TN",United States,English
BOSCO Eugenia,BOSCO E,Eugenia BOSCO,Female,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,12/06/1997,SAN PEDRO,Argentina,SAN PEDRO,Argentina,Spanish
FERRETTI Chiara,FERRETTI C,Chiara FERRETTI,Female,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,16/03/2007,CORDOBA,Argentina,CODORBA,Argentina,Spanish
MAJDALANI Mateo,MAJDALANI M,Mateo MAJDALANI,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,15/07/1994,BUENOS AIRES,Argentina,BUENOS AIRES,Argentina,Spanish
CRUZ SAUBIDET BIRKNER Francisco,CRUZ SAUBIDET BIR,Francisco CRUZ SAUBIDET BIRKNER,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,05/10/1998,BUENOS AIRES,Argentina,,Argentina,"English, Portuguese"
TURIENZO Maria Catalina,TURIENZO MC,Maria Catalina TURIENZO,Female,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,29/05/2006,BAHIA BLANCA,Argentina,BAHIA BLANCA,Argentina,Spanish
EDGHILL Chelsea,EDGHILL C,Chelsea EDGHILL,Female,Athlete,GUY,Guyana,Guyana,Guyana,Guyana,GUY,06/07/1997,"BROOKLYN, NY",United States,GEORGETOWN,Guyana,English
TONDAIMAN Prithviraj,TONDAIMAN P,Prithviraj TONDAIMAN,Male,Athlete,IND,India,India,India,India,IND,06/06/1987,,,,,
KUSALE Swapnil,KUSALE S,Swapnil KUSALE,Male,Athlete,IND,India,India,India,India,IND,06/08/1995,,,PUNE,India,"English, Hindi"
BATRA Manika,BATRA M,Manika BATRA,Female,Athlete,IND,India,India,India,India,IND,15/06/1995,NEW DELHI,India,PUNE,India,"English, Hindi"
THAKKAR Manav Vikash,THAKKAR MV,Manav Vikash THAKKAR,Male,Athlete,IND,India,India,India,India,IND,14/04/2000,RAJKOT,India,,,"English, Hindi"
