person,person_label,genders,dobs,countries,continents
http://www.wikidata.org/entity/Q102045752,Nomvelo Makhanya,female,1996-04-24T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q102045767,Nunu Khumalo,female,1992-04-15T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q102045932,Gcina Nkosi,female,1992-04-15T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q102046137,Lara Sousa,female,1991-01-01T00:00:00Z,Mozambique,Africa
http://www.wikidata.org/entity/Q102046632,Sanaâ Mssoudy,female,1999-12-30T00:00:00Z,Morocco,Africa
http://www.wikidata.org/entity/Q102047608,Jihan al-Mosli,female,1908-01-01T00:00:00Z,United Arab Republic,Africa
http://www.wikidata.org/entity/Q102073069,Rosebell Kagumire,female,1983-04-23T00:00:00Z,Uganda,Africa
http://www.wikidata.org/entity/Q102077235,Francesca Emanuel,female,1933-09-19T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q102078342,Saida Hagi-Dirie Herzi,female,1950-01-01T00:00:00Z,Somalia,Africa
http://www.wikidata.org/entity/Q102105619,Rifkatu Adamu Chidawa,female,1956-02-08T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q102108395,Lorcia Cooper,female,1978-11-09T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q102113346,Dorothy Akpene Amenuke,female,1968-01-01T00:00:00Z,Ghana,Africa
http://www.wikidata.org/entity/Q102115214,Obianuju Ekeocha,female,1979-01-01T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q102127885,Priscilla Kuye,female,1940-08-18T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q102136199,Arinola Fatimah Lawal,female,1969-10-26T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q102162766,Hadja Mariama Sow,female,1942-01-01T00:00:00Z,Guinea,Africa
http://www.wikidata.org/entity/Q102174802,Sinatu Ojikutu,female,1946-01-01T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q102175095,Nabila Philip Atalla Seif,female,1951-11-06T00:00:00Z,Egypt,Africa
http://www.wikidata.org/entity/Q102177082,Titilayo Laoye-Tomori,female,1948-12-22T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q102182331,Blessing Nsiegbe,female,1965-09-18T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q102182356,Rajae Aboulaich,female,1957-01-01T00:00:00Z,Morocco,Africa
http://www.wikidata.org/entity/Q102183138,Gloria Sengha Panda Shala,female,1993-04-20T00:00:00Z,Democratic Republic of the Congo,Africa
http://www.wikidata.org/entity/Q102184252,Alouf Jirari,female,1965-11-08T00:00:00Z,Morocco,Africa
http://www.wikidata.org/entity/Q102184439,Néfertiti Magahed,female,1953-01-06T00:00:00Z,Egypt,Africa
http://www.wikidata.org/entity/Q102187913,Miriam Onuoha,female,1965-09-18T00:00:00Z,Nigeria,Africa
